CHR,P
1,0.849
1,0.719
1,0.089
1,0.043
1,1.854
1,1.333
1,0.014
1,0.655
1,0.87
1,0.237
1,0.407
11,0.706
1,-0.0
1,1.067
1,0.741
1,1.629
1,0.043
1,0.391
1,0.421
1,1.24
1,0.243
1,0.059
1,0.195
1,0.458
1,0.396
1,0.09
1,0.215
1,0.126
1,0.014
1,0.332
1,0.11
1,0.731
1,1.264
1,0.014
1,1.2
1,0.028
1,0.073
1,0.914
1,0.201
1,0.846
1,1.358
1,0.195
1,1.096
18,0.141
1,1.135
9,0.127
1,0.351
1,0.028
1,0.2
1,0.196
1,0.878
1,1.028
1,0.217
1,0.109
1,0.274
1,1.11
1,0.396
1,0.672
1,0.112
1,0.918
1,0.091
1,0.336
1,0.754
1,0.044
1,0.448
1,0.159
18,0.028
1,0.437
1,0.107
1,0.979
1,0.723
1,0.463
1,0.774
1,0.482
1,0.362
1,1.504
1,0.24
1,0.123
1,0.842
1,0.669
1,1.268
1,0.243
1,0.301
1,0.058
1,0.277
1,0.124
1,0.35
1,0.014
1,0.786
1,0.472
1,0.106
1,0.216
1,0.059
1,0.159
1,0.568
1,0.547
1,0.044
22,0.296
1,1.254
1,0.06
1,0.014
1,0.742
1,0.537
1,0.258
1,1.59
1,0.351
1,0.217
23,0.335
1,0.275
1,0.196
1,0.626
11,0.109
6,0.218
1,0.79
1,0.218
1,0.16
1,0.256
1,0.043
1,0.303
1,0.014
1,0.014
1,0.7
1,0.864
2,-0.0
2,1.205
2,0.028
2,1.513
2,0.671
11,0.286
2,0.014
2,0.235
2,0.198
2,0.616
2,0.242
2,0.799
2,0.721
2,0.312
2,1.174
2,0.255
2,0.288
2,0.074
2,0.588
2,0.861
2,0.252
2,0.509
2,1.076
2,0.162
2,0.261
2,0.093
2,0.06
2,0.141
2,0.058
2,0.715
2,0.308
2,0.139
2,0.994
2,0.612
2,0.318
11,0.141
2,0.764
1,0.108
2,1.037
2,0.336
2,0.014
2,0.059
2,-0.0
2,0.71
2,1.057
2,1.088
2,0.232
2,0.14
2,0.255
2,0.478
2,1.788
2,0.141
2,0.073
2,0.969
19,0.311
2,0.239
2,0.058
2,0.236
15,0.409
2,0.607
2,0.298
1,0.059
2,0.655
2,0.091
2,0.277
2,0.404
2,0.174
2,0.107
2,0.441
2,0.215
2,0.295
2,0.214
2,0.157
2,0.123
2,0.296
2,0.06
2,0.233
2,0.555
2,0.092
13,0.029
2,0.159
2,0.18
1,0.655
2,0.96
2,0.091
2,0.551
2,0.422
2,0.369
2,0.138
2,0.107
2,0.632
2,0.028
10,0.161
2,0.218
2,0.49
2,0.469
2,0.162
2,0.198
2,0.16
2,0.771
2,0.214
2,0.165
2,0.695
2,0.316
2,0.462
2,0.629
2,0.235
2,1.268
2,0.014
2,0.268
2,0.762
9,1.039
2,0.321
2,0.302
2,0.466
2,0.669
20,0.058
2,0.197
2,0.125
2,0.427
2,0.997
2,0.612
2,0.899
2,0.142
2,0.551
2,0.014
2,0.793
2,0.044
2,0.708
2,0.409
2,0.533
2,0.124
2,1.198
2,0.216
2,0.575
2,0.105
2,1.02
2,0.182
2,0.028
2,0.443
2,0.325
2,0.407
2,0.357
11,0.236
2,0.568
2,0.058
2,0.177
2,1.145
2,1.54
2,0.09
2,0.428
2,0.146
2,0.529
2,0.198
2,0.089
2,0.043
2,0.313
2,0.346
2,0.503
2,1.18
2,0.702
2,0.582
2,0.179
2,0.343
2,0.585
2,0.028
2,0.184
2,0.122
2,0.261
2,0.433
2,1.562
2,0.556
2,0.181
2,0.107
2,0.122
2,0.281
2,0.363
2,1.361
2,0.359
2,0.058
2,0.092
2,0.522
2,0.709
2,0.144
2,0.927
2,0.621
18,0.014
6,0.194
2,0.263
2,0.675
2,0.559
2,0.028
2,0.178
2,0.18
2,0.301
2,1.072
2,0.044
2,1.967
2,0.159
2,0.123
2,0.075
2,0.028
2,0.715
2,0.484
2,0.196
2,0.34
2,0.028
2,0.029
2,0.181
2,0.258
2,0.388
7,0.123
2,0.679
2,1.26
2,0.174
11,0.014
2,0.381
2,0.275
2,0.447
7,0.182
11,0.73
2,1.327
2,0.014
2,0.108
2,0.161
2,0.252
2,0.275
2,0.123
2,0.498
2,0.554
2,0.143
18,0.014
2,0.09
2,1.449
2,0.342
2,-0.0
2,0.912
2,0.029
2,0.667
2,0.606
2,0.162
2,0.405
2,0.923
2,0.059
2,0.161
11,0.157
2,0.426
2,0.538
2,1.673
2,0.216
2,0.074
2,1.021
2,0.548
2,0.059
2,0.504
2,0.62
2,0.521
2,0.108
2,0.234
2,0.445
2,1.686
2,0.145
6,0.379
2,0.106
2,0.058
2,0.043
2,0.642
19,0.029
2,0.392
2,0.388
2,0.226
2,0.306
2,0.059
2,0.586
2,0.568
2,0.09
2,0.195
2,0.708
2,0.322
2,0.127
2,0.481
2,0.043
2,0.14
2,0.594
2,0.122
2,0.379
2,0.014
2,0.108
2,0.043
2,0.393
2,0.093
2,0.555
2,0.905
2,0.217
2,0.213
2,0.494
2,0.355
21,0.606
2,0.125
2,0.222
2,0.387
2,0.314
1,1.003
2,0.79
2,0.059
2,0.668
2,-0.0
2,1.017
2,0.125
2,0.71
2,0.352
1,0.276
2,0.043
2,0.014
4,0.349
2,1.012
2,0.843
2,0.182
2,0.306
2,0.28
2,0.216
2,0.662
2,0.275
2,0.059
2,0.709
2,0.419
13,0.352
2,0.553
2,0.791
2,0.028
2,0.437
18,0.391
2,0.014
2,0.089
12,-0.0
2,0.145
2,0.517
2,0.353
2,1.347
2,0.089
2,0.366
2,0.143
2,0.897
2,0.142
2,0.932
2,0.657
1,0.705
2,0.369
2,0.265
2,0.174
2,0.661
2,0.201
2,0.359
2,0.271
2,0.044
2,1.528
2,0.36
2,0.043
2,0.162
2,0.561
2,0.379
2,0.14
2,0.234
2,1.363
2,0.431
2,0.09
2,0.325
2,0.214
18,0.43
2,0.044
2,0.074
2,0.028
2,0.52
2,0.402
2,0.42
2,0.484
2,0.014
2,0.057
2,0.385
2,0.605
2,0.058
2,0.142
2,0.903
2,0.2
2,0.292
2,0.09
2,0.029
2,0.282
2,0.264
2,0.177
2,0.176
2,0.277
2,0.235
2,0.273
1,0.377
2,0.197
2,1.426
2,2.423
2,0.178
2,0.658
2,0.869
2,0.126
2,0.028
2,0.197
2,0.205
2,0.259
2,0.457
2,0.394
2,0.178
2,0.014
2,0.741
2,0.014
2,0.811
2,0.766
2,0.587
2,0.493
2,0.443
2,0.845
2,0.107
2,0.237
9,0.091
2,0.14
2,0.461
2,0.723
2,0.241
2,0.256
2,0.794
2,0.177
2,-0.0
18,0.091
2,0.318
12,0.262
2,0.254
2,0.425
2,0.28
2,0.362
2,0.848
2,0.178
2,0.258
2,0.158
2,0.976
2,0.296
2,0.014
2,0.454
2,0.573
2,0.841
2,0.16
2,0.633
2,0.831
2,0.197
2,0.124
2,0.158
2,0.234
2,0.918
2,0.2
2,0.222
2,0.057
2,0.027
2,0.234
2,0.704
2,0.818
2,0.221
2,0.074
10,1.303
2,0.073
2,0.421
2,0.217
2,0.141
2,0.348
2,0.196
2,0.631
2,0.06
2,0.303
2,0.699
2,0.307
2,0.927
2,0.6
2,0.183
2,0.466
2,0.726
2,0.342
2,0.519
2,0.074
2,0.277
2,1.589
2,0.569
2,0.521
2,0.2
2,0.06
2,0.445
2,0.029
2,0.735
2,0.125
2,0.137
2,0.104
2,0.057
2,0.342
2,0.181
2,0.109
2,0.193
2,0.326
2,0.124
2,0.467
2,0.451
2,1.132
2,0.045
2,0.5
2,0.125
2,0.26
2,0.441
2,0.057
2,0.125
2,0.058
2,0.014
2,0.043
2,0.058
2,0.659
2,0.145
2,0.058
2,0.985
2,0.297
2,0.3
2,0.043
2,0.059
2,0.072
2,0.477
2,0.419
2,0.651
2,-0.0
2,0.727
2,0.028
19,1.2
2,0.999
2,0.257
2,0.014
2,0.074
2,0.389
2,2.689
2,0.028
2,0.107
2,0.571
2,0.107
2,0.043
2,1.72
2,0.422
2,0.37
2,0.076
2,0.176
2,0.255
2,0.347
11,0.421
2,0.303
2,0.014
2,0.043
2,0.37
2,0.143
2,0.279
2,0.332
2,0.537
4,0.029
2,0.028
2,1.501
2,0.162
2,0.324
2,0.497
2,0.196
2,0.219
2,0.445
2,0.596
2,0.818
2,0.375
8,0.058
2,0.074
2,0.233
2,0.553
2,0.107
1,0.092
2,0.618
2,0.139
2,-0.0
2,0.058
2,0.029
2,0.042
2,0.014
23,0.676
2,-0.0
2,0.014
2,-0.0
2,0.184
2,0.236
2,0.194
2,0.689
2,0.028
2,0.307
2,0.193
2,0.014
2,0.044
2,0.194
2,0.606
2,0.52
2,0.044
2,1.133
2,0.896
2,0.197
2,0.163
2,0.014
2,0.391
2,0.193
2,0.142
2,0.09
2,0.044
2,0.196
2,0.043
4,0.177
2,0.414
2,0.647
2,0.375
2,0.125
2,0.014
2,0.014
2,0.028
2,0.146
2,0.258
2,0.289
2,0.059
2,0.091
2,0.196
2,0.799
11,0.074
2,1.275
9,0.791
2,0.886
2,1.535
2,0.061
2,0.42
2,0.396
18,1.008
2,0.725
2,0.076
11,0.151
2,0.897
2,0.238
3,0.282
3,0.392
3,0.145
3,0.091
3,0.214
3,0.074
3,0.747
12,0.201
3,0.377
3,0.319
3,0.308
11,0.127
3,0.651
3,0.343
3,0.368
3,0.924
3,0.108
3,0.158
3,0.14
3,0.396
3,0.014
3,1.473
3,-0.0
1,0.178
6,0.421
3,0.058
3,1.027
3,0.324
3,0.142
3,2.583
3,0.043
3,0.309
6,0.253
3,1.008
3,0.709
3,0.16
3,0.633
3,0.477
3,0.458
3,0.406
3,0.076
3,0.11
3,0.636
3,0.125
3,0.26
3,0.548
3,0.014
23,0.085
3,0.509
2,0.028
3,0.217
18,0.326
3,0.819
3,0.028
3,0.731
3,0.301
3,0.302
3,0.543
3,0.661
3,0.328
3,0.2
3,0.625
5,0.954
3,0.349
3,0.492
3,0.142
3,1.346
3,0.029
3,0.472
3,0.059
3,0.77
3,0.127
3,0.127
3,0.702
3,0.219
3,0.496
3,0.09
3,0.413
3,0.298
3,0.029
3,0.942
3,0.593
23,0.837
3,0.349
3,0.043
3,0.861
3,0.11
3,0.107
3,0.52
3,1.769
3,-0.0
3,0.302
3,0.059
3,0.425
3,0.198
3,2.234
3,0.125
3,0.564
3,0.363
3,0.237
3,0.074
3,0.252
3,0.593
3,0.28
3,0.028
3,0.196
3,0.841
3,0.3
3,0.884
3,0.59
3,0.094
3,0.163
3,0.53
15,0.139
3,1.062
3,0.387
3,0.029
3,0.044
3,1.568
3,0.444
3,0.106
3,0.417
3,0.183
3,0.091
3,0.059
3,0.523
3,0.028
3,1.445
3,0.028
3,0.284
18,0.464
3,0.014
3,0.028
3,0.075
3,0.33
3,0.014
3,0.182
3,1.145
3,0.685
3,-0.0
7,0.125
3,0.058
1,0.06
3,0.237
3,0.044
5,0.876
22,0.214
3,0.075
3,0.181
3,0.853
3,1.188
3,1.576
3,0.181
3,0.163
3,0.629
3,0.125
10,1.112
3,0.125
3,0.239
18,0.842
3,0.518
3,0.164
3,0.257
3,0.626
3,0.366
1,-0.0
3,0.607
3,0.106
3,0.107
3,0.435
3,0.073
3,0.897
3,0.461
3,0.48
3,0.222
3,0.193
3,0.107
3,0.028
3,1.292
3,0.042
3,0.443
3,0.991
3,0.161
3,0.123
11,0.324
3,0.263
3,1.171
3,0.383
3,0.159
3,0.138
3,0.028
3,0.354
3,0.014
3,0.915
3,0.352
3,0.058
3,0.109
3,0.72
3,0.057
3,0.058
3,0.37
3,0.493
3,1.367
3,0.658
3,0.486
3,0.497
3,0.867
3,0.014
3,0.075
3,-0.0
3,0.348
1,0.887
3,-0.0
3,1.451
3,0.125
3,0.662
3,0.83
3,0.197
3,0.376
3,0.275
3,0.276
3,0.817
3,1.096
3,0.727
1,0.277
3,0.223
11,1.144
3,0.566
12,1.618
3,0.881
3,0.877
3,0.18
3,0.074
3,0.759
3,0.059
3,0.542
3,0.109
3,-0.0
15,0.398
3,0.106
18,0.104
3,0.539
3,0.058
3,0.179
3,0.076
10,0.162
3,0.028
3,0.158
3,0.028
3,0.233
3,0.445
3,0.223
3,1.516
3,0.472
3,0.028
3,0.059
3,0.503
3,0.783
3,0.572
3,0.028
3,0.146
3,0.219
3,1.096
3,1.529
3,0.451
3,0.108
3,0.236
3,1.002
3,0.126
3,0.342
3,0.241
3,1.169
3,0.043
11,0.305
3,0.057
3,0.106
3,0.178
3,0.267
12,0.282
3,0.161
3,0.028
3,0.126
3,1.006
3,0.327
3,0.625
3,0.422
3,0.392
3,0.344
3,0.922
3,0.282
3,0.091
3,0.784
3,0.41
3,0.014
11,0.538
3,0.043
3,0.184
3,0.092
3,0.284
20,0.417
3,0.014
3,0.202
3,-0.0
3,0.348
3,0.396
3,0.547
3,0.24
3,0.161
3,0.902
18,0.716
3,0.459
3,2.583
3,0.67
3,0.177
3,0.042
3,0.395
3,0.043
3,0.256
3,0.142
3,0.074
3,1.012
3,1.39
3,0.24
3,1.497
3,0.042
3,0.239
3,0.06
3,1.18
3,0.882
3,0.366
3,0.647
3,-0.0
3,0.526
15,0.339
3,0.106
3,0.437
3,0.149
3,0.301
3,1.002
13,0.194
3,0.856
3,0.373
3,0.14
3,0.179
3,0.316
11,0.043
3,0.197
3,0.486
3,0.396
3,0.344
3,1.504
3,0.073
3,0.163
3,0.319
13,0.028
3,0.074
9,0.109
3,0.059
11,0.506
3,0.779
3,0.161
3,0.125
3,0.836
3,0.179
3,0.426
17,0.158
3,0.18
3,0.178
3,0.387
3,0.18
3,0.162
3,0.55
3,0.636
3,1.421
3,0.014
3,0.014
3,0.029
3,0.144
3,0.108
2,0.214
3,0.043
3,0.014
3,0.112
13,0.652
3,0.09
3,0.277
3,0.275
3,0.144
3,0.474
3,0.38
3,0.242
3,0.388
3,0.221
3,0.299
3,1.139
3,1.058
3,0.129
3,0.648
3,1.979
3,0.38
3,1.279
3,0.219
3,0.394
3,0.044
3,0.522
18,0.122
3,0.781
3,0.285
3,0.217
3,0.44
3,-0.0
3,0.073
3,0.088
3,0.043
9,0.94
3,0.014
3,0.093
11,0.667
3,0.259
3,0.966
3,0.324
3,0.058
3,0.029
3,1.077
3,0.058
3,0.765
3,0.49
18,0.092
3,0.028
3,0.044
3,0.524
23,0.245
3,0.14
3,0.583
3,0.014
3,0.174
3,0.364
3,0.368
3,0.157
3,0.043
3,0.345
13,0.043
3,0.26
11,0.028
3,0.441
3,0.107
3,0.074
3,0.219
3,0.059
3,0.345
3,0.303
3,0.188
3,0.237
3,0.181
3,0.873
3,0.125
3,0.144
3,0.161
3,1.718
3,1.074
3,0.147
3,0.771
3,0.466
3,0.573
3,0.689
3,0.798
3,0.668
3,1.08
3,0.219
3,0.374
3,0.107
3,0.298
3,0.123
3,0.36
3,0.459
3,0.198
3,0.59
3,0.014
3,0.276
3,0.262
3,0.522
3,0.415
3,0.199
3,0.697
3,0.061
3,0.109
3,0.422
3,0.823
3,0.328
3,0.014
3,0.349
3,0.235
13,0.179
3,0.691
3,0.125
3,0.06
3,0.127
3,0.028
3,0.684
3,0.059
3,0.303
3,0.043
3,0.109
3,0.165
3,0.287
3,0.125
3,0.551
3,0.281
3,0.259
1,0.37
3,0.531
3,0.333
3,0.561
3,0.073
1,0.09
3,0.108
3,0.059
3,0.06
3,0.203
3,0.014
3,1.014
3,0.162
3,0.014
3,0.38
3,0.914
3,0.751
3,-0.0
3,0.375
3,0.349
3,0.234
3,0.345
3,0.196
3,0.141
3,0.325
3,0.281
3,0.625
11,1.438
13,1.405
3,1.082
3,0.87
11,0.736
3,0.536
3,0.869
3,0.014
3,0.695
3,0.371
3,0.157
3,0.092
3,0.161
3,0.239
3,0.223
3,0.014
3,0.027
3,0.044
3,0.393
3,0.16
1,0.39
3,0.126
3,0.281
3,0.3
3,0.414
3,0.804
3,0.09
3,0.159
3,0.881
3,0.399
3,0.059
3,0.582
13,0.073
3,0.059
3,0.218
3,0.059
3,1.283
3,0.199
3,0.074
3,1.022
3,0.214
3,0.326
13,0.524
3,0.709
3,0.543
3,0.662
3,1.026
3,0.866
3,0.144
3,0.141
3,0.394
3,0.028
3,-0.0
3,0.014
1,0.221
3,0.043
3,0.498
3,0.16
3,0.146
1,0.401
3,0.255
3,1.439
3,0.581
4,0.771
4,0.285
4,0.771
4,0.539
4,0.279
4,0.014
4,0.043
4,0.658
4,0.158
4,2.094
4,0.196
4,0.457
4,0.536
4,0.06
1,0.861
4,0.402
4,-0.0
4,0.385
4,0.256
4,1.187
4,0.302
4,0.553
4,0.16
4,0.197
4,0.294
4,0.546
11,0.074
4,0.24
4,0.104
4,0.044
4,0.028
4,0.405
4,0.324
4,0.014
4,0.176
4,0.442
4,0.204
4,0.014
4,1.062
4,0.641
4,0.989
4,0.216
4,0.201
4,0.581
4,0.199
4,0.178
4,0.181
4,0.145
4,0.162
4,0.949
4,1.317
4,1.237
4,0.09
4,0.48
18,0.14
4,0.199
4,0.403
4,0.419
4,-0.0
4,0.042
4,0.159
4,1.4
4,0.182
4,0.531
4,0.178
4,0.328
4,0.987
18,-0.0
4,0.447
4,0.441
3,0.014
4,1.174
4,1.014
4,0.425
4,0.059
4,0.464
4,0.014
4,0.073
4,0.197
4,0.127
4,0.107
4,0.241
4,0.799
1,1.014
4,0.597
4,0.306
4,0.028
4,0.22
6,0.279
4,0.591
4,0.028
4,0.142
4,0.028
4,0.254
4,0.076
4,0.401
4,0.18
4,1.003
4,0.073
4,0.014
4,0.298
4,0.986
4,0.935
4,0.619
4,0.321
4,0.16
4,0.375
4,0.181
4,0.305
4,0.633
4,0.463
4,0.238
4,0.399
4,0.059
4,0.506
4,0.913
4,0.511
4,0.299
4,0.059
4,0.451
4,0.508
4,1.544
4,0.49
4,0.11
4,0.028
4,0.11
4,0.014
4,1.88
4,0.906
4,0.508
4,0.058
4,0.438
4,0.092
4,0.717
4,1.017
4,0.553
4,0.398
4,0.346
4,0.183
4,0.058
4,0.09
4,0.275
4,0.058
4,0.123
4,0.318
1,0.212
4,0.091
4,0.278
4,1.194
4,0.342
4,0.043
19,0.642
4,0.125
4,0.438
4,0.091
4,0.329
4,0.072
4,0.37
4,0.014
12,0.255
4,0.089
4,0.256
4,0.255
4,0.274
4,0.301
4,0.328
4,0.238
4,0.145
4,0.262
4,0.06
4,0.462
4,0.058
15,0.043
4,0.775
4,0.196
4,0.028
4,-0.0
4,0.285
6,0.305
4,0.47
4,0.879
4,0.029
2,0.914
4,0.242
4,0.042
4,0.894
4,0.399
4,-0.0
4,0.014
4,0.028
4,0.201
4,0.163
4,0.09
4,0.875
4,0.564
4,0.014
4,-0.0
4,0.043
4,0.995
4,0.482
4,0.496
4,0.028
4,0.123
4,0.378
4,0.123
1,0.277
4,0.014
4,0.124
4,0.108
4,0.544
4,0.246
4,0.534
4,0.043
4,0.014
4,0.029
4,0.143
4,0.305
4,0.157
4,0.259
4,0.257
4,0.305
4,0.074
4,0.542
11,0.404
4,0.014
21,0.124
4,0.044
4,0.218
4,0.091
4,0.029
4,0.18
4,0.618
4,0.109
4,0.164
4,0.24
13,0.213
4,0.06
4,0.165
4,0.028
4,0.517
4,0.192
4,0.142
4,0.014
4,0.439
4,0.275
4,0.495
4,0.826
4,0.306
4,0.059
4,0.014
4,0.043
4,0.333
4,0.826
4,1.591
4,1.376
19,1.382
4,0.216
4,0.282
4,0.344
4,0.439
4,0.822
4,0.014
4,1.427
4,0.388
4,0.043
1,0.073
4,0.014
4,0.862
18,0.014
4,0.371
4,0.273
4,0.18
4,0.18
4,0.141
4,0.145
4,0.62
4,0.343
4,1.176
4,0.224
4,0.671
4,0.194
4,0.55
4,1.967
4,0.234
4,0.77
4,0.5
4,0.029
4,0.441
4,0.199
4,0.878
4,0.043
4,0.276
4,0.282
4,0.784
4,0.481
4,0.159
4,0.518
4,0.787
4,0.591
4,0.029
9,0.451
4,0.737
4,0.043
4,0.192
4,0.214
18,0.306
4,0.075
4,0.177
4,0.195
4,0.198
3,0.492
18,0.465
4,0.253
4,0.755
4,0.256
4,0.123
4,0.044
1,0.123
4,0.301
4,0.824
4,0.214
4,0.199
4,0.919
4,0.349
4,0.387
4,0.219
4,0.255
4,0.014
1,1.109
4,0.662
4,0.26
4,0.09
4,0.198
4,0.266
4,0.557
4,-0.0
4,0.125
23,0.61
13,0.029
4,0.091
4,0.158
4,-0.0
4,0.33
4,0.575
4,0.059
4,0.279
4,0.696
4,0.219
4,0.141
4,0.105
4,0.014
4,0.468
4,0.042
4,0.275
4,0.686
11,0.259
4,0.784
4,0.139
4,0.695
4,0.029
4,0.109
4,0.415
4,0.255
4,0.193
4,0.014
4,1.151
4,0.934
4,0.28
4,0.243
4,0.233
4,0.163
4,0.564
4,0.142
4,0.478
4,1.513
4,0.928
4,0.203
4,0.284
1,0.123
4,0.547
17,0.489
4,0.217
4,0.869
4,0.346
4,0.243
4,0.763
4,0.106
13,0.26
4,0.076
6,0.058
4,0.669
4,0.111
4,-0.0
4,0.411
4,0.525
4,0.201
4,0.11
4,0.044
4,1.04
4,0.108
4,0.358
4,0.16
4,0.014
4,0.616
4,0.058
10,0.215
4,0.164
4,0.299
4,0.76
4,0.357
4,2.148
4,0.445
4,0.243
4,0.029
4,0.235
4,0.144
4,0.06
4,0.414
4,0.014
4,0.09
4,0.074
4,0.275
4,1.083
4,0.421
4,0.745
4,0.141
4,0.059
6,0.257
13,0.203
4,0.416
4,0.297
4,0.059
4,0.241
4,0.409
4,-0.0
4,0.043
4,0.255
4,0.236
4,0.107
4,2.028
10,0.275
4,0.424
4,0.076
4,0.248
4,0.417
4,0.045
4,0.234
23,1.142
4,0.174
4,0.044
4,0.848
4,0.385
4,0.246
1,0.328
18,0.014
4,0.058
4,0.516
4,1.659
4,0.277
4,0.324
4,0.33
4,0.236
4,0.398
4,0.029
4,0.583
4,0.074
4,0.043
4,0.139
4,0.074
4,0.028
4,0.537
4,0.237
4,0.124
4,1.517
4,0.346
4,0.028
4,0.058
4,0.322
4,1.496
19,0.163
5,0.287
6,0.283
5,0.717
5,0.058
11,1.238
5,0.448
5,0.164
5,1.039
5,0.403
5,0.215
5,0.222
3,0.109
5,0.676
5,0.556
5,0.944
5,0.527
5,0.344
5,0.416
5,0.126
5,0.333
5,-0.0
5,1.347
5,0.672
5,0.597
5,0.371
5,0.123
5,0.423
5,0.181
5,0.637
5,0.074
5,1.057
5,0.105
5,0.839
5,0.806
5,0.497
5,0.579
5,0.342
5,0.109
5,1.007
5,0.014
5,1.174
5,0.181
5,0.192
5,1.174
5,0.702
5,0.142
5,0.18
5,0.074
9,0.24
5,0.953
5,0.297
5,0.044
5,0.375
5,0.106
5,0.222
5,0.355
5,0.68
12,1.132
5,0.579
5,0.448
5,0.767
5,0.906
5,0.511
5,0.271
5,0.028
5,0.736
5,1.062
5,0.014
5,0.161
5,0.735
5,0.603
5,1.736
5,0.91
11,0.161
5,0.043
5,0.799
5,1.033
5,0.561
5,0.164
5,0.22
5,1.314
5,0.456
5,0.175
5,1.784
13,0.499
5,0.236
5,0.394
5,0.043
5,0.014
5,0.123
5,0.776
5,0.092
5,0.471
5,0.18
5,0.196
5,1.326
5,0.073
7,0.511
5,0.607
6,0.014
5,0.73
5,0.424
5,0.333
19,0.949
5,0.206
5,0.029
5,0.306
5,0.109
5,0.572
5,0.105
5,0.26
5,0.46
5,0.285
5,0.737
5,0.875
5,0.014
5,0.294
5,0.398
5,1.473
5,2.001
5,0.713
5,0.254
5,0.372
5,0.309
5,0.014
5,0.105
5,0.497
5,0.014
5,0.137
5,0.043
5,0.042
5,0.385
5,0.126
5,0.379
5,0.321
5,0.863
5,1.058
5,0.884
5,0.39
5,0.49
5,0.536
5,0.075
5,0.204
5,1.073
5,0.043
5,0.257
5,0.044
5,0.511
5,0.491
11,0.375
5,0.075
5,0.41
3,0.059
5,0.014
5,0.22
1,0.029
5,1.036
5,0.028
5,0.355
5,0.028
5,0.398
5,0.014
5,0.2
5,0.522
5,0.058
5,0.32
5,0.746
5,0.778
5,0.182
5,0.259
5,0.645
5,0.109
5,0.218
5,0.493
11,0.82
5,0.044
11,0.485
5,0.435
5,0.244
5,0.868
5,0.373
5,0.554
23,0.69
5,0.107
5,0.456
5,0.531
5,0.255
5,0.254
5,0.118
5,0.726
5,0.277
5,0.523
5,0.092
5,0.918
5,0.238
5,1.137
5,0.613
5,0.144
5,0.074
5,0.014
5,0.075
5,0.14
5,0.475
5,1.421
5,0.014
5,0.093
7,0.159
5,0.211
5,0.974
5,1.11
5,0.204
5,0.966
5,0.236
5,0.412
5,1.011
5,0.396
5,0.718
5,0.215
5,0.532
5,0.373
5,0.829
5,0.234
6,0.327
5,0.328
5,0.31
5,0.256
5,1.095
5,0.744
5,0.075
5,0.525
5,0.525
5,0.411
5,0.177
5,0.299
5,1.152
5,0.608
5,0.014
5,0.126
5,0.858
5,0.917
5,0.281
5,0.221
5,0.075
5,0.144
5,0.328
5,0.076
18,1.442
5,1.271
1,0.014
5,0.932
5,0.661
5,0.419
5,0.074
5,0.572
5,0.014
5,0.107
5,0.182
5,0.182
5,0.203
5,0.073
5,0.396
5,0.518
5,0.058
5,0.36
5,0.756
5,0.295
5,1.337
5,0.475
5,0.768
5,0.059
5,0.218
5,0.058
5,1.309
5,0.028
5,1.214
5,0.163
5,0.366
5,0.873
5,0.058
5,0.263
5,0.399
5,0.029
5,0.38
5,0.241
5,0.14
9,0.244
5,0.186
5,0.179
5,0.94
5,0.557
5,0.059
5,0.389
5,0.995
5,0.842
5,0.073
5,0.18
5,0.426
5,0.142
5,0.212
5,0.795
5,0.815
5,0.686
5,0.261
5,0.553
5,0.059
5,0.181
5,0.059
5,0.122
5,0.392
5,0.014
5,0.683
5,0.216
5,0.415
5,0.091
5,0.266
5,0.375
5,0.234
5,0.886
5,1.641
5,0.213
5,0.543
5,0.388
5,0.478
5,0.09
5,0.197
5,0.852
18,0.264
5,0.139
5,0.09
5,1.064
5,0.029
5,0.06
5,0.127
5,0.376
5,0.457
5,0.123
2,0.378
5,0.043
5,0.393
5,0.181
5,0.62
5,0.649
5,0.886
19,0.145
5,0.074
5,1.017
3,0.121
5,0.444
5,0.076
5,0.161
5,0.075
5,0.718
5,0.257
5,0.141
5,0.161
5,0.822
9,0.106
5,0.225
5,1.29
5,0.127
5,0.86
5,0.309
5,0.946
15,0.616
5,0.029
5,0.217
5,0.275
18,0.239
5,0.374
5,0.4
5,0.703
5,0.61
5,0.479
5,0.417
5,0.184
5,0.746
5,-0.0
5,1.164
5,0.597
5,0.028
5,0.349
5,0.059
5,0.346
5,0.977
5,0.179
15,0.568
5,0.091
5,0.28
5,0.239
5,0.029
5,0.059
5,2.356
15,0.028
6,0.277
6,0.483
6,0.465
6,1.723
3,0.179
6,1.394
6,0.35
6,-0.0
6,0.845
6,1.05
6,0.149
6,0.179
6,0.277
6,0.323
6,1.099
6,0.861
6,0.641
6,0.764
6,0.551
6,0.445
6,0.316
18,0.224
6,0.447
6,0.304
6,0.106
6,0.219
6,0.182
11,0.824
6,0.201
18,0.632
6,0.529
6,0.637
6,0.603
6,0.564
6,0.935
6,1.828
6,1.031
15,0.179
6,0.395
6,0.222
3,0.224
6,0.32
6,0.059
6,1.042
6,0.385
6,1.686
6,1.049
6,0.282
6,0.282
6,0.197
6,0.639
6,1.68
6,0.241
6,0.35
6,0.199
6,0.429
6,1.015
6,0.196
6,0.182
6,0.251
6,0.139
6,0.074
6,0.366
6,-0.0
6,0.236
6,0.326
6,0.342
13,0.059
6,0.029
6,0.569
6,0.326
6,0.339
6,0.407
6,0.384
6,0.476
6,0.107
6,0.301
6,0.377
6,0.377
6,0.059
6,0.348
6,0.499
19,0.527
6,1.037
6,0.16
6,1.449
6,0.029
6,0.231
6,1.946
