CHR,P
8,1.868
8,1.618
8,1.743
2,0.885
2,0.135
2,0.635
2,0.76
2,0.51
2,0.26
2,0.385
5,2.012
5,2.387
21,3.559
13,3.775
13,3.025
13,3.275
7,2.042
7,2.417
7,2.167
7,2.292
7,2.542
7,2.792
3,2.121
3,2.996
3,2.871
3,2.621
3,2.246
3,2.371
3,2.496
19,3.526
18,4.932
22,1.906
14,0.598
14,0.348
14,0.973
14,0.848
6,4.227
14,0.473
14,0.723
8,1.583
8,1.208
8,1.833
8,1.083
8,1.333
8,1.458
8,1.958
1,2.769
1,2.644
1,2.269
1,2.519
1,2.144
1,2.019
1,2.894
1,2.394
17,1.949
15,1.093
15,1.468
15,1.843
15,1.343
15,1.218
15,1.968
15,1.718
21,1.734
18,0.785
18,0.535
18,0.66
18,0.91
12,1.02
12,1.645
12,1.27
12,1.145
12,1.395
12,1.77
12,1.52
12,1.895
15,0.286
15,0.411
13,0.749
3,0.165
6,0.83
6,0.955
6,0.705
6,0.58
18,4.897
19,3.172
12,0.013
16,1.082
16,1.332
16,1.582
16,1.457
16,1.957
16,1.207
16,1.707
12,0.062
1,0.038
12,0.187
12,0.437
12,0.312
22,3.085
22,1.709
21,0.581
21,2.505
21,2.88
21,2.13
5,2.53
5,2.155
5,2.28
5,2.03
5,2.405
5,2.655
1,2.359
1,2.609
1,2.984
1,2.859
1,2.109
1,2.484
1,0.311
1,0.061
1,0.436
1,0.186
21,0.919
21,0.544
21,0.794
21,0.669
9,1.572
9,1.322
9,1.072
9,1.197
9,1.822
9,1.447
9,1.697
9,1.947
12,0.338
12,0.463
3,0.257
3,0.507
6,1.696
6,1.071
6,1.446
6,1.196
6,1.321
3,0.382
3,0.132
3,0.757
6,1.821
1,0.107
15,0.591
15,0.716
15,0.966
20,1.052
20,1.302
20,1.138
20,1.263
20,1.513
20,1.427
20,1.013
20,1.763
20,1.638
18,4.612
19,3.762
19,3.512
22,2.553
22,2.053
15,3.466
7,4.04
22,1.773
22,0.48
22,0.355
22,0.605
22,0.855
22,0.73
22,0.98
10,1.258
10,1.383
10,0.234
10,1.133
10,1.633
10,1.008
10,1.508
10,1.883
10,1.758
22,1.463
22,1.963
1,0.153
1,2.074
1,2.199
1,2.324
1,2.949
1,2.449
1,2.574
1,2.699
16,1.276
16,1.776
1,0.051
9,1.162
9,1.037
9,1.412
9,1.537
9,1.287
9,1.662
9,1.787
9,1.912
14,1.695
14,1.07
15,0.47
17,1.637
21,1.878
1,0.074
17,0.357
17,0.857
11,1.92
11,4.868
19,0.532
19,0.657
19,0.907
19,0.782
19,3.852
20,2.127
20,2.252
20,2.002
20,2.877
20,2.502
7,4.255
20,2.377
10,0.201
10,0.326
10,0.451
1,0.245
1,0.995
1,0.37
1,0.12
1,0.62
1,0.745
1,0.495
1,0.87
20,0.8
15,0.489
15,0.739
15,0.864
11,1.122
11,1.747
11,1.497
11,1.372
11,1.872
11,1.247
11,1.622
11,1.997
11,0.596
11,0.846
11,0.471
11,0.346
11,0.721
11,0.971
14,1.035
14,1.16
5,0.557
5,0.682
5,0.932
5,0.807
16,3.154
12,3.858
13,2.258
13,2.008
13,2.383
13,2.133
13,0.335
13,0.46
13,2.633
4,0.711
4,0.586
4,0.836
4,0.961
7,1.525
7,1.15
7,1.4
7,1.275
3,1.854
3,1.604
3,1.479
3,1.354
3,1.104
3,1.979
3,1.229
3,1.729
14,1.687
14,1.937
14,1.062
14,1.562
14,1.437
14,1.898
14,1.648
14,1.148
14,1.812
14,1.773
16,1.879
16,1.754
19,2.484
19,2.234
19,2.109
10,0.745
11,1.087
11,1.212
11,1.712
11,1.462
11,1.337
11,1.962
11,1.587
11,1.837
21,2.132
21,2.507
9,3.91
9,3.41
9,3.285
9,3.66
9,3.035
18,0.29
18,0.415
13,2.223
13,2.348
13,2.098
13,2.473
13,2.723
18,2.368
8,1.638
20,0.279
20,0.529
20,0.779
20,0.654
20,0.404
13,0.887
20,0.904
22,2.193
10,3.346
10,3.596
22,2.818
1,1.467
1,1.092
1,1.592
1,1.217
1,1.342
1,1.717
1,4.537
1,1.842
1,1.967
1,2.363
1,2.863
21,2.597
21,2.472
21,2.222
19,1.732
21,0.424
21,0.299
21,0.174
9,3.75
9,3.125
9,3.25
9,3.375
12,0.718
12,0.968
12,0.593
12,0.843
6,0.804
6,0.554
6,0.929
6,0.679
18,3.22
18,3.845
18,3.595
19,2.12
19,2.37
19,2.245
18,1.738
18,1.238
4,1.933
4,1.808
4,1.433
4,1.183
4,1.683
4,1.558
4,1.058
4,1.308
7,0.199
7,0.324
7,0.449
10,3.686
10,3.561
10,3.436
19,1.599
1,1.057
1,1.182
1,1.432
1,1.557
1,1.682
1,1.307
1,1.807
1,1.932
8,0.964
21,0.141
13,1.925
13,1.761
9,0.27
9,0.645
9,0.395
9,0.52
9,0.895
9,3.215
9,3.09
9,0.77
9,3.465
9,3.34
2,0.93
2,0.805
2,0.68
2,0.555
5,1.369
5,1.744
5,1.494
2,0.02
5,1.619
5,1.119
5,1.869
5,1.244
20,2.367
19,0.73
19,0.855
22,1.124
22,1.499
22,1.374
22,1.749
22,1.249
22,1.085
19,2.96
19,2.085
19,2.585
19,2.335
19,0.412
19,0.287
19,2.46
7,3.113
22,1.21
3,3.067
7,0.166
10,0.706
10,0.581
10,0.956
10,0.831
5,0.016
21,0.733
21,0.483
21,0.358
21,0.858
21,0.608
21,0.983
5,0.039
14,0.393
14,0.268
14,0.893
14,0.768
14,0.518
14,0.643
20,1.714
2,1.296
2,1.421
2,1.921
2,1.046
2,1.171
2,1.796
2,1.546
2,1.671
5,0.062
5,0.437
5,0.312
5,0.187
3,0.004
19,0.01
16,0.339
16,0.464
12,2.091
12,2.216
12,2.841
12,2.466
12,2.966
12,2.341
12,2.716
12,2.591
19,2.675
19,2.05
3,0.027
7,0.133
7,0.383
7,0.508
7,0.258
7,0.633
7,0.758
7,0.883
7,3.703
13,0.715
13,0.965
13,0.84
5,0.108
20,1.341
19,1.629
17,0.527
17,0.277
17,0.652
17,0.402
17,0.777
17,0.902
20,1.216
20,1.591
20,1.091
20,1.841
20,1.966
15,0.722
8,0.196
8,0.321
8,0.446
1,3.805
1,3.43
1,3.555
2,1.261
2,1.011
1,3.055
2,1.136
2,1.886
2,1.636
2,1.386
2,1.511
2,1.761
5,0.052
16,2.477
16,2.227
16,2.602
16,2.102
16,2.727
12,2.681
12,2.306
9,1.377
9,1.877
12,2.556
12,2.056
12,2.181
13,1.081
13,1.706
13,1.331
8,0.117
10,2.501
10,2.626
10,2.001
10,2.251
3,0.802
3,0.552
3,0.677
3,0.927
6,0.092
6,0.217
17,1.143
17,1.018
17,1.393
17,1.268
17,1.518
17,1.643
17,1.893
10,2.079
10,2.329
10,2.579
10,2.204
10,2.454
20,0.409
20,0.284
8,0.163
5,3.441
5,3.066
5,3.191
1,3.645
1,3.145
21,1.08
21,1.955
21,1.33
21,1.455
21,1.205
21,1.58
21,1.83
9,2.108
9,2.233
6,0.036
9,2.858
9,2.483
9,2.733
9,2.358
15,0.515
15,0.265
8,0.084
15,0.14
15,0.64
15,0.765
15,0.39
15,0.89
21,1.637
6,0.184
6,0.309
6,0.434
6,0.059
12,0.83
12,0.955
10,1.044
10,1.544
21,2.044
17,0.336
17,0.461
22,1.016
22,1.141
22,1.391
22,1.516
22,1.766
12,1.73
22,1.266
10,2.169
10,2.044
10,2.419
10,5.114
2,0.497
2,0.247
2,0.747
10,2.544
10,2.794
10,2.919
6,0.105
15,2.335
15,2.085
15,2.96
15,0.007
1,0.54
1,0.665
1,0.79
1,0.915
21,0.984
21,1.045
21,1.17
21,1.42
21,1.67
21,1.545
21,1.295
21,1.795
9,2.948
9,2.323
9,2.073
9,2.198
9,2.823
9,2.573
9,2.448
9,2.698
15,0.232
15,1.381
15,1.131
13,4.172
6,0.151
22,1.549
22,1.739
18,2.418
18,2.543
18,2.168
18,2.293
18,2.668
19,1.568
19,1.068
19,1.443
19,1.193
19,1.943
19,1.818
20,3.413
20,3.663
22,0.334
22,0.459
4,0.506
4,0.131
4,0.631
4,0.256
4,0.381
4,0.881
4,0.756
10,2.384
10,2.259
10,2.134
10,2.634
10,2.884
10,2.009
10,2.509
22,1.866
22,1.366
22,2.893
20,2.885
14,0.245
9,2.413
9,2.913
9,2.163
9,2.288
9,2.538
9,2.663
9,2.038
9,2.788
15,1.083
15,1.208
15,1.458
15,1.833
2,0.152
17,1.54
12,4.019
13,3.044
16,0.594
16,0.344
16,0.469
16,0.719
16,0.969
16,0.844
19,1.033
19,1.533
19,1.658
4,0.223
4,0.098
7,2.561
7,2.936
7,2.811
7,2.686
3,2.015
3,2.765
3,2.39
3,2.515
3,2.14
2,0.073
3,2.265
3,2.64
3,2.89
17,1.667
12,0.177
12,0.427
12,0.302
19,2.264
19,2.514
19,2.764
17,0.387
19,2.389
19,2.639
19,2.139
11,0.2
11,0.325
11,0.45
8,1.352
8,1.102
8,1.477
8,1.227
8,1.602
8,1.727
8,1.852
8,1.977
2,0.869
2,0.244
2,0.369
2,0.994
2,0.619
2,0.494
2,0.119
2,0.744
4,0.042
20,0.767
16,1.085
16,1.21
16,1.835
16,1.335
16,1.71
16,1.46
16,1.585
16,1.96
13,3.009
20,1.792
7,2.026
7,2.276
7,2.151
7,2.526
7,2.651
7,2.776
7,2.401
22,3.104
11,0.167
12,1.892
14,0.582
14,0.957
14,0.832
6,4.336
14,0.707
8,1.442
2,0.211
2,0.086
8,1.692
8,1.567
8,1.317
8,1.192
1,2.003
1,2.128
1,2.503
1,2.253
1,2.378
1,2.753
1,2.878
18,0.644
18,0.769
18,0.894
18,0.394
18,0.269
18,0.519
12,1.004
4,2.328
4,2.078
4,2.203
4,2.453
4,2.828
4,2.953
4,2.703
6,1.215
6,1.465
6,1.84
6,1.715
6,1.59
6,1.34
6,1.09
6,1.965
3,0.149
17,1.984
6,0.564
6,0.689
6,0.939
6,0.814
18,4.256
18,4.756
7,0.028
17,0.716
17,0.966
17,0.591
17,0.841
14,4.268
20,0.54
20,0.79
20,0.915
20,0.665
5,2.139
5,2.764
5,2.264
5,2.014
5,2.639
5,2.889
1,2.718
1,2.093
1,2.343
1,2.468
1,2.593
1,2.218
1,2.968
1,2.843
21,0.528
21,0.278
21,0.653
21,0.403
21,0.778
21,0.903
9,1.181
9,1.056
9,1.431
9,1.306
9,1.556
9,1.806
9,1.681
9,1.931
12,0.197
12,0.322
12,0.447
10,0.047
3,0.491
3,0.616
6,1.805
6,1.68
6,1.93
3,0.866
3,0.366
3,0.741
3,0.241
3,0.991
6,1.18
6,1.305
19,1.375
19,1.875
8,0.012
22,0.714
22,0.839
22,0.589
22,0.964
7,0.678
7,0.553
7,0.803
7,0.928
10,1.367
10,0.218
10,0.093
10,1.617
10,1.117
10,1.492
10,1.867
10,1.742
14,1.427
14,1.552
14,1.177
14,1.302
14,1.052
12,0.164
9,1.271
9,1.146
9,1.896
9,1.021
1,4.376
9,1.646
9,1.521
9,1.771
9,1.396
14,1.304
3,0.208
12,3.389
12,3.139
10,0.037
16,3.048
16,3.923
18,1.366
18,1.116
18,1.616
18,1.241
18,1.866
18,1.491
18,1.991
18,1.741
7,1.169
7,1.044
7,1.544
7,1.294
7,1.669
7,1.919
7,1.419
7,1.794
10,0.435
10,0.185
10,0.06
10,0.31
13,0.227
8,1.206
1,0.729
1,0.604
1,0.854
1,0.479
1,0.979
1,0.354
8,1.456
8,1.081
8,1.581
11,1.231
11,1.731
11,1.106
11,1.606
11,1.356
11,1.481
11,1.981
11,1.856
19,0.947
19,0.822
3,2.873
10,0.106
5,0.541
5,0.666
5,0.916
5,0.791
22,2.827
17,0.525
22,2.327
16,3.263
16,3.763
16,3.388
12,3.342
12,3.842
12,3.467
13,2.242
13,2.492
13,0.319
13,0.069
13,0.444
13,0.194
4,0.695
4,0.57
4,0.945
4,0.82
7,1.009
7,1.384
7,1.134
7,1.259
3,1.338
3,1.463
3,1.213
3,1.088
3,1.713
3,1.588
3,1.838
3,1.963
15,0.498
15,0.998
18,0.303
22,2.837
22,2.962
22,2.587
22,2.462
22,2.087
22,2.212
10,3.115
20,0.171
11,1.071
11,1.821
11,1.696
11,1.321
11,1.196
11,1.571
11,1.446
8,0.55
8,0.925
8,0.675
8,0.8
8,0.829
1,4.431
13,1.165
13,1.54
13,1.04
13,1.665
13,1.415
13,1.29
3,0.807
3,0.682
3,0.557
13,1.79
13,1.626
13,1.876
21,2.366
21,2.491
21,2.116
9,3.144
9,3.019
9,3.894
13,0.161
13,2.832
13,2.582
13,2.207
13,2.082
13,2.332
22,1.114
22,1.239
22,1.614
22,1.489
22,1.364
22,1.325
22,1.075
22,1.825
22,1.45
22,1.2
22,1.7
22,1.575
22,1.95
20,0.138
20,0.263
14,3.251
14,3.751
20,0.388
20,0.888
20,0.763
20,0.513
10,3.205
10,3.705
10,0.913
10,3.455
1,1.201
1,1.326
1,1.451
1,1.576
1,1.076
1,1.701
1,1.826
1,1.951
21,2.331
21,2.456
21,2.081
9,3.609
9,3.359
9,3.234
9,0.162
6,0.538
6,0.788
6,0.913
6,0.663
6,0.785
8,0.602
8,0.477
8,0.977
8,0.727
18,2.068
18,2.318
18,2.193
18,3.079
18,2.568
18,2.818
19,2.229
7,3.007
7,3.132
7,3.507
20,4.449
9,0.083
4,1.292
4,1.167
4,1.792
4,1.542
4,1.042
4,1.667
4,1.417
4,1.917
10,3.045
10,3.295
10,3.545
10,3.42
1,1.041
1,1.291
1,1.416
1,1.541
1,1.916
1,1.166
1,1.666
1,1.791
21,1.167
21,1.667
18,0.833
18,0.708
18,0.583
18,0.958
21,0.887
9,0.254
9,0.129
9,0.879
9,0.629
9,0.754
9,0.504
9,0.379
9,3.324
9,3.199
7,0.104
20,2.074
20,2.574
20,2.449
22,1.452
9,1.617
7,1.761
9,1.742
9,1.867
22,1.952
12,2.472
12,2.097
16,0.231
19,2.944
9,0.05
19,2.069
19,2.319
19,2.444
19,2.194
7,3.722
19,2.694
3,3.051
7,0.15
10,0.815
10,0.69
10,0.565
10,0.94
18,1.691
18,1.941
21,0.717
21,0.842
21,0.967
21,0.592
20,1.61
9,0.096
9,0.221
20,1.235
20,1.485
20,1.11
20,1.735
20,1.86
20,1.36
20,1.985
14,0.252
14,0.752
7,0.071
14,0.127
14,0.627
14,0.377
14,0.502
2,1.28
2,1.03
2,1.155
2,1.905
2,1.405
2,1.655
2,1.53
2,1.78
5,0.296
5,0.421
17,1.276
17,1.753
17,1.253
14,0.025
16,2.246
16,2.496
16,2.371
16,2.121
16,0.323
16,0.448
12,2.325
12,2.7
12,2.075
12,2.575
12,2.2
12,2.825
13,1.35
13,1.475
13,1.225
13,1.6
13,1.1
7,0.617
7,0.242
7,0.367
7,0.742
7,0.867
7,0.492
7,0.992
7,3.437
7,3.062
13,0.574
13,0.699
10,1.778
12,1.595
12,1.22
12,1.345
12,1.97
12,1.845
11,0.679
11,0.804
11,0.554
11,0.929
14,0.219
14,0.094
5,3.46
8,0.18
8,0.305
8,0.43
1,3.164
1,3.039
1,3.414
1,3.539
5,2.156
20,0.602
12,2.448
16,2.211
16,2.336
16,2.461
16,2.836
16,2.086
12,2.29
4,3.364
4,3.614
12,2.665
12,2.04
12,2.415
12,2.54
12,2.165
12,2.915
12,2.79
13,1.565
16,2.065
16,2.44
16,2.565
14,0.038
17,1.502
17,1.127
17,1.377
17,1.002
17,0.228
17,1.252
17,1.752
10,2.688
10,2.438
10,2.063
10,2.188
10,2.563
10,2.313
8,0.147
5,3.175
5,3.05
5,3.8
5,3.3
10,0.401
10,0.526
10,0.901
15,1.112
15,1.737
15,1.612
15,1.237
15,1.987
15,1.323
15,1.823
15,1.573
15,1.448
15,1.198
9,2.092
9,2.717
9,2.967
9,2.217
9,2.342
9,2.467
9,2.842
15,0.249
15,0.374
15,0.499
15,0.749
15,0.124
15,0.624
15,0.999
15,0.874
6,0.293
6,0.418
15,0.022
19,4.282
20,3.307
20,3.557
17,0.07
17,0.32
17,0.445
17,0.195
19,0.561
13,1.283
19,0.936
14,2.574
14,2.199
14,2.324
14,2.949
14,2.074
8,0.739
8,0.239
8,0.364
8,0.489
8,0.614
8,0.989
8,0.864
10,2.403
10,2.778
10,2.903
10,2.278
16,1.813
21,2.774
1,0.899
1,0.274
1,0.524
1,0.399
1,0.649
1,0.774
12,0.801
9,2.807
9,2.057
9,2.557
9,2.432
9,2.182
9,2.307
9,2.932
9,2.682
12,0.551
15,1.24
15,1.115
15,0.216
15,0.091
20,0.382
20,0.882
20,0.757
20,0.507
17,0.552
17,0.677
17,0.927
20,1.657
13,3.063
20,1.532
18,2.152
18,2.027
18,2.402
18,2.527
18,2.277
19,1.052
19,1.177
19,1.427
7,2.205
7,2.08
7,2.705
7,2.83
7,2.58
20,3.647
22,0.443
22,0.068
22,0.193
4,0.74
4,0.24
4,0.365
4,0.99
4,0.865
4,0.615
4,0.49
10,2.618
10,2.493
10,2.743
10,2.243
10,2.368
10,2.118
10,2.868
19,0.998
22,0.114
19,1.166
19,1.541
19,1.041
19,1.916
19,1.291
19,1.791
19,1.666
19,1.416
13,4.872
13,4.122
13,3.028
13,3.528
16,0.703
16,0.828
16,0.578
16,0.953
14,2.419
14,2.294
14,2.044
14,2.169
4,0.207
7,2.17
7,2.045
7,2.295
7,2.795
7,2.42
3,2.374
3,2.249
3,2.124
3,2.499
3,2.999
3,2.874
3,2.749
8,4.265
22,0.058
14,1.003
11,0.036
22,3.373
9,0.693
9,0.943
9,0.818
9,0.568
6,4.98
11,0.184
11,0.059
11,0.309
8,1.211
8,1.461
8,1.336
8,1.836
8,1.086
8,1.961
8,1.711
8,1.586
2,0.353
2,0.853
2,0.978
2,0.728
2,0.478
2,0.603
21,3.152
21,3.027
16,1.069
16,1.194
16,1.694
16,1.319
16,1.444
16,1.944
16,1.819
13,0.798
13,0.923
11,0.105
13,0.548
4,0.174
4,0.299
4,0.424
13,0.673
4,0.001
13,3.993
13,3.743
7,2.01
7,2.135
7,2.26
7,2.51
7,2.635
7,2.76
7,2.385
7,2.885
18,4.15
9,1.994
22,3.338
14,1.292
14,1.417
14,1.542
14,1.042
11,0.151
14,1.667
14,1.792
14,1.917
14,0.566
14,0.691
14,0.816
14,0.941
8,1.051
5,2.408
5,2.158
5,2.533
5,2.783
5,2.908
5,2.283
5,2.033
5,2.658
1,2.487
1,2.362
1,2.112
1,2.237
1,2.737
1,2.612
1,2.862
21,3.117
18,0.253
18,0.128
11,0.072
18,0.878
18,0.753
18,0.628
18,0.378
18,0.503
4,2.437
4,2.312
4,2.062
4,2.812
4,2.562
4,2.687
4,2.187
4,2.937
6,1.574
6,1.449
6,1.324
6,1.699
6,1.199
6,1.074
6,1.949
6,1.824
19,0.194
18,2.598
19,3.64
19,3.765
7,4.168
18,0.049
17,0.95
17,0.7
17,0.575
17,0.825
8,1.821
1,2.327
1,2.077
1,2.202
1,2.702
1,2.577
1,2.827
14,0.915
14,0.665
14,0.79
18,1.369
18,0.22
18,1.119
18,0.095
18,1.244
9,1.04
9,1.54
9,1.165
9,1.29
9,1.665
9,1.915
9,1.79
9,1.415
12,0.431
12,0.306
12,0.181
3,0.35
3,0.475
6,1.289
6,1.164
6,1.539
3,0.6
3,0.85
3,0.725
3,0.975
6,1.914
6,1.789
6,1.414
21,1.753
12,2.877
12,2.752
12,2.127
19,3.105
20,2.255
20,2.755
20,2.13
20,2.88
20,2.005
19,0.033
19,0.158
12,0.102
20,2.505
20,2.38
22,0.592
14,4.092
7,0.537
7,0.912
7,0.787
7,0.662
10,1.226
10,1.476
10,1.601
10,1.351
10,1.101
10,1.726
10,1.851
10,1.976
19,0.056
5,0.006
21,0.229
19,0.079
12,0.148
9,1.13
9,1.38
9,1.63
9,1.255
9,1.755
9,1.005
9,1.505
9,1.88
3,1.091
3,1.216
3,1.716
3,1.341
3,1.591
3,1.466
3,1.841
3,1.966
22,0.948
16,3.032
12,3.986
12,3.111
12,3.236
13,2.011
13,2.136
13,2.886
13,2.386
13,2.261
19,0.0
19,0.25
19,0.75
7,1.153
7,1.278
7,1.028
7,1.403
7,1.653
7,1.528
7,1.778
7,1.903
7,4.098
10,0.294
10,0.419
19,0.023
1,0.588
1,0.713
1,0.963
1,0.838
19,0.046
11,1.465
11,1.215
11,1.09
11,1.84
11,1.59
11,1.34
11,1.965
11,1.715
11,2.546
5,0.275
5,0.4
5,0.65
5,0.775
5,0.9
5,0.525
17,0.011
16,3.247
16,3.372
16,3.122
19,0.092
13,0.653
13,0.903
12,3.201
12,3.826
12,3.451
12,3.951
12,3.076
12,3.326
13,0.178
13,0.428
13,0.303
13,2.976
13,2.851
17,1.346
17,1.846
18,0.17
22,2.071
22,2.196
10,3.099
10,3.224
20,0.155
11,1.43
11,1.055
11,1.93
11,1.305
11,1.805
11,1.555
11,1.18
8,0.659
8,0.534
8,0.784
8,0.909
21,1.304
17,1.973
1,4.04
20,0.053
21,2.475
21,2.225
21,2.35
9,3.628
9,3.128
20,0.076
13,0.145
13,2.191
13,2.066
13,2.566
13,2.441
13,2.941
13,2.316
13,2.691
10,2.145
10,2.77
19,2.748
19,2.498
19,2.373
19,2.248
19,2.623
20,0.122
20,0.372
20,0.497
20,0.747
20,0.872
20,0.997
20,0.622
20,0.247
10,3.314
10,3.064
22,2.036
1,1.31
1,1.56
1,1.685
1,1.06
1,1.185
1,1.81
1,1.435
1,1.935
20,0.043
9,3.218
9,3.468
9,3.343
9,3.093
9,3.593
5,1.622
5,1.122
5,1.372
5,1.997
5,1.247
5,1.497
5,1.747
5,1.872
6,0.772
6,0.272
6,0.397
19,2.088
19,2.213
19,2.463
7,3.241
4,1.776
4,1.276
4,1.151
4,1.401
4,1.026
2,4.103
4,1.526
4,1.651
4,1.901
10,1.643
10,1.393
10,1.018
10,1.143
10,1.518
10,1.768
15,2.94
15,2.065
15,2.565
15,2.315
20,0.447
17,2.425
18,1.693
18,0.942
18,0.692
18,0.567
18,0.817
9,0.363
9,0.488
9,0.738
9,0.613
9,0.863
9,0.238
9,0.988
22,0.922
16,0.09
14,2.699
16,0.215
19,2.053
19,2.303
19,2.428
19,2.178
7,3.331
22,0.547
21,0.576
21,0.951
21,0.701
21,0.826
20,1.219
9,0.205
20,1.469
20,1.594
17,1.353
20,1.094
20,1.969
20,1.719
20,1.844
10,0.391
10,0.766
10,0.641
14,0.861
14,0.611
14,0.486
14,0.361
14,0.236
2,1.264
2,1.889
2,1.014
2,1.764
2,1.639
2,1.139
2,1.389
2,1.514
15,1.477
15,1.313
15,1.813
15,1.938
15,1.688
15,1.563
20,2.524
16,2.105
16,2.23
16,2.355
16,2.48
16,0.432
16,0.307
12,2.434
12,2.309
12,2.184
12,2.559
12,2.059
12,2.684
13,1.084
13,1.334
13,1.209
13,1.584
13,1.459
7,0.351
7,0.851
7,0.601
7,0.726
7,0.476
7,0.976
7,3.171
7,3.046
16,1.928
16,0.103
19,2.033
11,0.663
11,0.538
11,0.788
11,0.913
19,2.283
5,3.319
5,3.194
2,0.332
2,0.457
5,3.069
22,0.967
1,3.148
1,3.648
1,3.023
1,3.273
1,3.398
1,3.523
11,2.056
11,2.806
9,2.361
9,2.486
9,2.111
9,2.736
9,2.236
9,2.611
19,0.689
16,2.07
16,2.32
16,2.945
16,2.445
16,2.82
16,2.695
16,2.195
4,3.348
4,3.098
13,1.674
13,1.299
13,1.799
13,1.049
13,1.424
13,1.549
13,1.174
13,1.924
15,1.894
20,1.397
20,1.897
20,0.159
20,0.034
17,1.361
17,1.861
17,0.087
17,0.212
17,1.236
14,0.295
14,0.42
10,2.297
10,2.172
10,2.797
10,2.547
10,2.047
10,2.422
10,2.672
5,3.784
5,3.284
5,3.534
1,3.613
1,3.238
21,1.923
21,1.423
21,1.048
21,1.298
21,1.548
19,1.031
19,1.781
9,2.076
9,2.576
9,2.451
9,2.326
9,2.951
9,2.201
19,1.906
19,1.656
10,0.014
15,0.983
15,0.483
15,0.733
15,0.358
15,0.608
15,0.858
20,3.041
20,3.166
17,0.304
17,0.179
17,0.429
14,2.308
14,2.558
14,2.933
14,2.183
14,2.808
8,0.723
8,0.598
8,0.348
8,0.973
8,0.473
8,0.848
10,0.464
10,0.339
8,0.002
10,2.387
10,2.137
1,0.258
1,0.633
1,0.508
1,0.133
1,0.383
1,0.758
1,0.883
12,0.535
9,2.166
9,2.541
9,2.291
9,2.041
9,2.916
9,2.791
9,2.666
12,0.785
12,0.66
15,1.349
15,1.224
3,0.329
3,0.454
3,1.141
3,1.266
13,3.172
19,1.036
19,1.161
19,1.536
19,1.411
19,1.286
14,0.257
14,0.382
7,2.064
7,2.814
7,2.689
7,2.439
7,2.939
7,2.189
7,2.564
7,2.314
22,0.427
1,0.1
1,0.225
14,1.907
15,0.417
15,0.292
21,1.973
22,2.348
22,0.351
22,0.851
16,1.088
16,1.338
16,1.838
15,4.185
16,1.213
16,1.463
16,1.963
16,1.713
16,1.588
13,3.887
13,3.012
22,0.144
19,1.126
19,1.251
19,1.626
19,1.001
19,1.501
19,1.751
10,0.773
7,2.279
7,2.154
7,2.029
7,2.529
7,2.404
7,2.904
7,2.654
8,4.249
10,0.398
22,1.758
3,0.389
3,0.264
3,0.639
8,1.725
8,1.35
8,1.225
8,1.85
8,1.975
11,0.293
11,0.418
8,1.695
8,1.445
8,1.32
8,1.57
8,1.07
8,1.195
8,1.82
8,1.945
2,0.712
2,0.587
2,0.837
2,0.962
14,0.53
14,0.405
14,0.655
14,0.28
14,0.78
19,1.366
19,1.241
19,1.616
19,1.741
19,1.991
19,1.116
19,1.866
22,2.596
22,2.096
22,2.971
17,2.839
16,1.803
16,1.678
16,1.303
16,1.178
16,1.428
16,1.053
16,1.553
4,2.456
4,2.331
4,2.081
4,2.206
4,0.408
4,0.283
4,2.831
4,2.956
4,2.581
13,0.907
13,3.102
13,3.602
20,0.005
18,4.384
18,4.759
18,1.0
18,1.625
18,1.5
18,1.875
8,1.035
5,2.267
5,2.017
5,2.142
5,2.392
5,2.517
5,2.892
1,2.221
1,2.096
1,2.596
1,2.346
1,2.721
1,2.971
1,2.471
1,2.846
13,1.27
13,1.895
18,0.612
18,0.737
18,0.362
18,0.237
18,0.987
18,0.862
18,0.487
4,2.171
4,2.046
4,2.296
4,2.796
4,2.421
4,2.546
4,2.921
6,1.808
6,1.433
4,2.671
6,1.558
6,1.183
6,1.933
6,1.308
6,1.058
6,1.683
22,1.219
22,1.594
22,1.094
22,1.969
22,1.469
22,1.844
22,1.344
22,1.719
7,4.152
11,0.852
11,0.352
11,0.477
11,0.727
11,0.602
11,0.977
14,1.166
14,1.291
10,1.37
10,1.245
10,1.12
10,1.495
10,1.745
10,1.87
10,1.995
10,1.62
21,0.371
18,1.728
18,0.873
18,0.204
18,0.998
18,1.103
18,1.353
9,1.149
9,1.024
9,1.899
9,1.524
9,1.399
9,1.274
9,1.649
9,1.774
12,0.29
12,0.415
3,0.959
3,0.709
6,1.773
6,1.898
6,1.523
3,0.834
3,0.584
6,1.148
6,1.273
6,1.023
6,1.398
6,1.648
13,0.268
13,0.643
13,0.518
13,0.768
13,0.393
13,0.893
19,3.089
20,2.614
20,2.989
20,2.364
20,2.239
20,2.114
7,0.271
7,0.521
7,0.771
2,2.659
2,2.409
2,2.034
2,2.159
2,2.284
2,2.784
2,2.534
10,1.335
10,1.835
21,0.213
21,0.088
9,0.342
9,0.467
17,1.363
17,1.238
17,1.488
17,1.113
17,1.988
3,1.7
3,1.075
3,1.2
3,1.95
3,1.575
3,1.325
3,1.825
3,1.45
20,2.804
20,2.929
20,2.054
16,3.141
16,3.266
5,1.549
12,3.22
13,2.495
13,2.37
13,2.12
13,2.245
13,2.745
13,2.87
13,2.62
13,2.995
19,0.359
19,0.484
7,1.387
7,1.012
7,1.262
7,1.762
7,1.137
