CHR,P
9,0.61
12,1.049
9,0.985
12,1.299
9,0.735
9,0.485
9,0.86
9,0.36
12,1.174
12,1.549
22,0.544
16,0.212
22,0.669
4,0.341
4,0.466
21,0.948
21,0.573
9,1.226
9,1.476
9,1.976
14,0.483
14,0.608
14,0.358
14,0.858
14,0.983
23,0.11
16,0.179
16,0.429
16,0.304
7,0.723
7,0.348
10,1.537
10,1.287
7,0.848
7,0.473
10,1.037
7,0.598
23,0.008
6,1.866
6,1.116
6,1.741
23,0.031
23,0.156
11,0.785
11,0.66
14,1.724
11,0.535
2,0.454
23,0.054
2,0.329
23,0.077
18,1.286
23,0.498
23,0.623
23,0.123
23,0.373
23,0.873
14,0.417
14,0.292
15,0.605
15,0.855
15,0.355
15,0.98
15,0.48
3,1.008
3,1.258
3,0.234
3,1.758
17,0.176
17,0.301
17,0.426
7,1.57
8,0.345
8,0.47
8,0.595
8,0.97
8,0.72
10,0.336
10,0.461
7,1.07
1,0.255
1,0.505
1,0.38
1,0.13
1,0.755
1,0.63
12,0.657
12,0.782
12,0.532
12,0.907
3,0.326
3,0.201
3,0.451
4,1.872
22,0.174
4,1.747
22,0.299
22,0.424
1,1.746
1,1.121
1,0.222
1,1.371
5,1.683
5,1.058
22,0.141
10,0.395
10,0.52
10,0.645
20,0.539
20,0.914
20,0.789
11,0.415
2,0.584
2,0.834
5,1.398
2,0.709
13,0.654
13,0.279
13,0.904
13,0.404
13,0.529
15,2.193
20,1.155
2,1.2
2,1.325
2,1.825
18,0.609
18,0.484
18,0.359
18,0.859
21,0.743
21,0.493
21,0.243
21,0.368
12,0.412
12,0.287
3,0.706
3,0.581
3,0.831
9,0.014
17,1.797
17,1.172
7,0.393
7,0.768
7,0.643
7,0.268
7,0.518
7,0.893
21,1.234
21,1.109
9,2.012
9,0.339
9,0.464
5,0.164
18,2.607
19,0.356
22,1.045
1,0.819
1,0.944
1,0.694
1,0.569
21,0.302
21,0.427
21,0.177
23,0.918
23,0.668
14,0.462
14,0.337
5,0.506
5,0.256
5,0.381
5,0.756
5,0.631
16,0.908
16,0.783
16,0.533
18,2.072
19,1.097
19,1.347
13,0.284
10,2.038
23,1.034
2,0.933
2,0.558
8,0.39
8,0.765
5,0.223
8,0.14
2,0.683
8,0.265
2,0.808
8,0.64
15,1.516
6,0.161
20,0.353
20,0.603
20,0.478
20,0.728
20,0.978
8,1.631
8,1.506
8,0.232
8,1.006
11,2.168
11,2.793
15,0.459
6,0.503
6,0.253
6,0.628
6,0.128
6,0.378
1,2.032
9,0.344
9,0.594
9,0.969
12,1.033
12,1.158
12,1.283
9,0.469
6,0.22
16,1.72
16,1.595
22,0.653
22,0.278
22,0.778
10,1.056
4,0.2
4,0.325
4,0.45
9,1.335
9,1.585
9,1.71
2,0.221
16,0.413
7,0.582
7,0.707
10,1.021
7,0.957
6,1.1
6,1.725
11,0.519
11,0.894
11,0.394
11,0.269
14,1.083
14,1.583
11,0.769
11,0.644
2,0.313
2,0.438
18,1.895
18,1.145
2,0.109
23,0.732
23,0.357
23,0.607
23,0.482
11,1.635
5,0.57
5,0.82
5,0.695
18,0.463
18,0.338
3,1.117
3,1.992
3,0.093
3,0.218
3,1.367
3,1.242
17,0.285
17,0.41
7,1.054
8,0.954
8,0.704
8,0.579
8,0.829
1,0.739
1,0.239
1,0.364
1,0.489
1,0.614
1,0.864
1,0.989
12,0.891
12,0.266
12,0.641
12,0.516
12,0.391
3,0.435
3,0.06
3,0.185
3,0.31
4,1.356
22,0.283
4,1.231
22,0.408
4,1.106
10,0.162
3,0.106
1,1.23
1,1.48
1,0.206
12,0.233
5,1.042
5,1.542
5,1.292
6,0.692
6,0.817
6,0.567
6,0.942
19,0.46
19,0.335
4,1.321
10,0.629
10,0.379
10,0.254
10,0.129
10,0.879
10,0.754
1,0.298
1,0.423
1,0.173
2,1.094
2,1.469
2,1.219
2,0.818
2,0.568
5,1.007
5,1.132
5,1.632
2,0.943
13,0.763
13,0.388
13,0.638
13,0.263
13,0.138
2,1.059
2,1.434
2,1.934
2,1.309
18,0.843
18,0.968
18,0.593
17,1.066
20,0.332
11,0.833
11,0.583
11,0.708
9,0.231
12,2.569
3,0.94
3,0.69
3,0.815
4,0.029
17,1.031
17,1.531
22,1.314
17,1.156
13,1.235
13,1.61
7,0.127
7,0.502
7,0.877
7,0.252
7,0.377
7,0.752
21,1.843
9,0.198
9,0.323
9,0.448
18,2.716
19,0.84
19,0.715
4,0.679
4,0.554
7,0.094
7,0.219
10,2.307
6,2.261
21,0.411
21,0.286
23,0.777
23,0.902
23,0.652
23,0.527
23,0.277
12,0.83
12,0.58
12,0.705
15,1.394
12,0.955
14,0.321
14,0.196
7,0.015
14,0.446
5,0.49
5,0.365
5,0.24
5,0.615
5,0.99
5,0.74
16,0.392
16,0.767
19,1.206
16,0.892
16,0.517
16,0.642
7,0.311
7,0.186
7,0.061
7,0.436
23,1.018
23,1.518
14,0.163
2,0.792
8,0.374
8,0.124
8,0.499
8,0.749
8,0.874
8,0.624
2,0.542
8,0.249
5,0.207
8,0.045
23,0.336
23,0.461
20,0.837
20,0.712
8,1.865
8,1.115
8,0.091
8,0.216
8,1.365
1,2.051
15,0.193
15,0.443
15,0.318
6,0.237
6,0.612
6,0.987
6,0.362
6,0.737
6,0.487
16,1.739
17,0.764
17,0.514
17,0.139
17,0.639
17,0.389
8,0.183
8,0.308
8,0.433
10,0.799
10,0.924
10,0.549
10,0.674
1,0.468
1,0.343
15,0.16
9,0.578
9,0.703
12,1.017
12,1.392
9,0.953
9,0.828
12,1.517
3,0.539
3,0.914
6,1.103
3,0.789
6,0.204
15,0.058
22,0.387
22,0.262
13,0.808
10,1.04
10,1.79
4,0.059
4,0.309
4,0.434
4,0.184
9,1.069
9,1.569
9,1.819
14,1.602
4,0.105
22,0.229
7,0.691
7,0.566
10,1.005
10,1.38
11,0.503
11,0.128
14,1.192
11,0.628
11,0.753
4,0.072
11,0.253
11,0.378
2,0.422
2,0.297
18,0.23
23,0.716
23,0.591
11,1.619
11,0.22
11,0.095
18,0.322
18,0.197
18,0.447
3,1.101
7,1.038
8,0.563
8,0.938
8,0.813
8,0.688
1,1.124
1,1.749
1,1.624
21,0.331
18,0.164
12,0.125
12,0.75
12,-0.0
12,0.625
12,0.25
12,0.875
12,0.5
12,0.375
3,0.419
3,0.294
16,0.812
16,0.562
16,0.937
19,0.227
4,1.465
10,0.146
1,1.339
1,1.714
1,1.964
1,1.214
9,0.802
9,0.927
9,0.552
9,0.677
12,0.217
12,0.092
5,1.401
5,1.151
5,1.776
19,0.444
19,0.194
13,0.155
4,1.055
10,0.238
10,0.488
10,0.363
10,0.863
10,0.738
4,1.305
4,1.18
10,0.988
10,0.613
1,0.282
1,0.407
14,0.55
14,0.675
13,0.076
2,1.578
13,0.497
13,0.122
13,0.997
13,0.372
13,0.872
13,0.247
17,0.684
17,0.559
17,0.934
20,1.248
20,0.224
20,1.123
13,0.043
20,1.373
2,1.668
2,1.043
2,1.793
2,1.418
2,1.168
16,2.384
13,0.089
18,0.827
18,0.702
18,0.577
17,1.05
20,0.316
20,0.441
20,0.191
11,0.692
11,0.567
11,0.942
21,1.112
20,0.112
15,0.672
9,0.09
9,0.215
15,0.547
15,0.922
6,0.466
6,0.341
17,1.14
17,1.015
22,1.298
13,1.344
13,1.094
13,1.219
21,1.702
9,0.432
9,0.182
9,0.307
19,0.875
19,1.1
16,0.159
19,0.824
19,0.699
19,0.949
4,0.538
4,0.663
4,0.913
10,2.041
16,0.057
12,0.689
12,0.814
15,1.128
12,0.939
12,0.564
14,0.18
14,0.43
14,0.305
15,1.378
15,1.003
5,0.349
5,0.474
5,0.849
5,0.599
5,0.724
5,0.974
16,0.626
16,0.126
19,1.19
16,0.251
7,0.295
7,0.42
23,1.502
23,0.228
14,0.147
2,0.651
3,0.014
2,0.526
2,0.276
2,0.401
2,0.776
2,0.901
17,0.11
7,2.933
23,0.07
23,0.445
23,0.195
23,0.32
17,0.156
14,0.489
14,0.239
14,0.989
14,0.364
14,0.864
14,0.739
20,0.946
20,0.571
8,1.099
18,0.676
18,0.801
18,0.551
17,0.077
12,1.661
12,1.286
12,1.036
15,0.302
15,0.177
15,0.427
6,0.471
6,0.346
6,0.846
6,0.596
6,0.721
6,0.971
16,1.973
17,0.123
17,0.748
17,0.498
17,0.373
16,1.598
2,0.517
8,0.417
8,0.292
10,0.533
10,0.658
1,0.202
1,0.327
1,0.452
17,0.044
9,1.963
9,1.838
9,1.088
22,0.075
15,0.144
12,1.126
12,1.001
12,1.626
3,0.898
3,0.398
3,0.648
3,0.273
6,1.212
6,1.337
3,0.523
22,0.371
22,0.121
22,0.496
22,0.621
10,1.149
10,1.649
10,1.399
1,0.169
9,1.053
14,1.461
9,1.678
14,1.211
14,1.086
9,1.428
14,1.836
19,0.923
22,0.088
22,0.213
10,0.342
10,0.467
11,0.612
11,0.237
11,0.737
11,0.487
14,1.551
11,0.987
11,0.362
18,1.488
4,0.727
4,0.352
7,1.166
7,1.416
4,0.477
4,0.852
3,1.37
3,1.12
23,0.95
23,0.7
23,0.575
11,1.103
11,1.228
11,0.204
18,0.181
18,0.306
3,1.085
3,1.335
3,1.46
20,0.795
20,0.92
20,0.67
21,0.042
1,1.233
1,1.733
1,1.358
18,0.148
23,0.021
12,0.609
12,0.359
12,0.984
12,0.484
12,0.859
16,0.546
22,2.174
4,1.074
4,1.199
4,1.824
7,0.465
7,0.34
1,1.073
1,1.323
1,1.198
21,0.157
9,0.536
9,0.786
9,0.661
5,1.01
5,1.135
23,0.011
19,0.178
19,0.303
19,0.428
4,1.164
10,0.347
10,0.722
10,0.847
10,0.597
10,0.972
4,1.039
10,0.472
14,0.784
14,0.659
14,0.909
2,1.312
2,1.187
2,1.562
5,0.328
5,0.203
5,0.453
19,0.145
13,0.606
13,0.356
13,0.481
13,0.731
13,0.981
17,0.668
17,0.543
17,0.793
17,0.918
20,0.208
20,1.232
8,0.462
8,0.337
6,0.233
17,1.034
20,0.3
20,0.425
20,0.175
21,1.096
15,0.281
15,0.656
6,0.2
6,0.325
6,0.45
20,0.142
1,0.556
1,0.681
1,0.806
1,0.931
21,1.061
9,0.291
9,0.416
18,2.684
19,1.334
19,1.459
16,0.143
4,0.397
4,0.272
4,0.897
4,0.647
4,0.772
9,2.054
5,0.583
5,0.958
5,0.708
16,0.735
16,0.485
16,0.235
16,0.86
16,0.61
19,1.549
16,0.985
7,2.202
23,0.212
23,0.087
11,0.341
11,0.466
8,1.118
2,0.76
2,0.26
2,0.51
2,0.635
2,0.385
23,0.304
23,0.179
14,0.848
14,0.973
14,0.348
14,0.473
14,0.598
8,1.083
8,1.458
1,2.144
18,0.535
18,0.66
18,0.91
12,1.02
12,1.395
12,1.145
15,0.411
15,0.286
3,0.165
6,0.955
6,0.58
6,0.705
12,0.013
17,0.732
17,0.607
17,0.482
17,0.982
17,0.357
16,1.082
1,0.061
1,0.436
1,0.311
9,1.822
9,1.072
9,1.447
12,0.463
12,0.338
3,0.257
3,0.507
3,0.382
6,1.196
3,0.632
3,0.882
6,1.946
6,1.071
3,0.757
1,0.107
22,0.48
22,0.855
10,1.008
10,1.758
10,0.234
1,0.153
14,1.195
15,0.345
15,0.595
15,0.72
9,1.162
15,0.47
15,0.97
1,0.074
19,0.657
19,0.782
10,0.201
10,0.326
10,0.451
1,0.12
1,0.745
1,0.87
1,0.37
1,0.245
1,0.62
1,0.495
11,1.122
11,1.997
11,1.747
11,1.872
11,0.721
11,0.471
11,0.971
11,0.596
11,0.346
14,1.41
14,1.035
11,0.846
5,0.682
5,0.557
5,0.932
13,0.335
4,0.961
4,0.836
7,1.025
4,0.711
7,1.275
4,0.586
3,1.104
3,1.354
3,1.979
11,1.337
18,0.29
18,0.415
20,0.654
20,0.529
20,0.279
20,0.404
1,1.967
1,1.092
21,0.299
12,0.968
12,0.593
12,0.843
12,0.718
6,0.679
6,0.804
6,0.554
4,1.558
4,1.683
4,1.183
4,1.308
7,0.199
7,0.324
7,0.449
1,1.307
1,1.682
1,1.182
1,1.057
1,1.557
21,0.141
9,0.52
9,0.645
9,0.77
9,0.395
9,0.27
2,0.555
2,0.68
5,1.369
5,1.244
5,1.119
19,2.21
19,0.287
19,0.412
7,0.166
10,0.956
10,0.581
21,0.733
21,0.483
14,0.893
14,0.393
14,0.768
14,0.518
14,0.643
2,1.796
2,1.171
2,1.296
2,1.421
5,0.437
5,0.062
5,0.312
16,0.339
16,0.464
3,0.027
7,0.633
7,0.258
7,0.383
7,0.508
13,0.965
7,0.758
7,0.883
13,0.715
13,0.59
5,0.108
17,0.277
17,0.527
20,1.216
17,0.777
17,0.902
8,0.446
8,0.196
8,0.321
2,1.886
2,1.136
2,1.011
2,1.636
2,1.511
13,1.206
13,1.081
13,1.331
3,0.677
3,0.802
3,0.927
3,0.552
6,0.092
6,0.217
17,1.268
17,1.518
17,1.018
20,0.409
20,0.284
8,0.163
21,1.205
15,0.89
15,0.14
15,0.765
15,0.64
15,0.39
15,0.515
15,0.265
6,0.059
6,0.434
6,0.309
6,0.184
17,0.461
22,1.641
10,2.044
10,2.544
6,0.105
1,0.79
1,0.665
1,0.915
15,1.006
15,0.232
18,2.168
22,0.459
4,0.506
4,0.256
4,0.131
4,0.381
10,2.384
4,0.631
4,0.881
9,2.788
16,0.344
16,0.719
16,0.469
16,0.969
4,0.223
3,2.015
2,0.073
11,0.2
11,0.325
11,0.45
8,1.852
8,1.602
2,0.369
2,0.494
2,0.619
2,0.244
2,0.744
2,0.994
2,0.869
4,0.042
16,1.835
23,0.413
11,0.167
14,0.832
14,0.957
14,0.707
8,1.192
2,0.211
8,1.317
1,2.128
18,0.644
18,0.894
18,0.394
12,1.129
4,2.078
12,1.254
6,1.09
6,1.465
3,0.149
6,0.814
6,0.689
6,0.564
7,0.028
17,0.591
17,0.841
1,2.093
21,0.278
21,0.403
21,0.778
21,0.528
9,1.056
12,0.322
12,0.197
12,0.447
3,0.241
3,0.366
6,1.305
3,0.616
3,0.491
3,0.741
6,1.055
3,0.991
3,0.866
6,1.68
6,1.18
22,0.714
22,0.589
22,0.964
7,0.928
7,0.803
7,0.678
7,0.553
10,0.218
10,0.093
10,1.242
12,0.164
9,1.396
15,0.829
15,0.579
9,1.271
15,0.704
15,0.954
3,0.208
18,1.866
19,0.641
19,0.516
19,0.266
7,1.294
7,1.544
10,0.06
10,0.185
10,0.31
10,0.435
1,0.604
1,0.479
1,0.854
1,0.354
1,0.729
1,0.979
11,1.356
11,1.231
10,0.106
5,0.541
5,0.666
5,0.791
13,0.444
13,0.319
13,0.194
4,0.82
4,0.57
4,0.695
7,1.634
7,1.384
4,0.945
7,1.884
7,1.509
3,1.463
3,1.088
3,1.338
11,1.571
11,1.321
11,1.196
8,0.55
8,0.675
13,0.161
20,0.263
20,0.513
20,0.388
20,0.763
1,1.576
1,1.076
1,1.451
1,1.701
9,0.162
6,0.663
6,0.538
6,0.788
4,1.042
4,1.542
4,1.292
4,1.917
1,1.166
1,1.416
18,0.833
18,0.708
18,0.958
18,0.583
9,0.379
9,0.754
9,0.254
9,0.629
9,0.129
7,0.104
16,0.231
7,0.15
10,0.815
10,0.94
10,0.565
10,0.69
23,0.458
23,0.333
20,1.985
9,0.221
14,0.252
14,0.752
14,0.127
7,0.071
14,0.377
2,1.405
5,0.296
5,0.421
16,0.448
16,0.323
16,0.198
13,1.1
13,1.225
13,1.35
13,1.6
7,0.742
7,0.242
7,0.617
7,0.867
7,0.492
13,0.824
7,0.992
13,0.699
7,0.367
13,0.949
11,0.554
11,0.929
11,0.804
14,0.219
8,0.18
8,0.305
8,0.43
13,1.065
13,1.44
23,0.392
23,0.517
23,0.892
23,0.267
17,1.127
17,0.228
8,0.147
21,1.564
21,1.064
15,0.124
15,0.499
15,0.374
15,0.749
15,0.249
15,0.624
6,0.418
6,0.293
17,0.32
17,0.195
17,0.445
19,0.811
19,0.936
19,0.561
19,0.686
14,2.074
14,2.324
15,0.045
8,0.239
8,0.864
8,0.489
8,0.364
8,0.614
1,0.774
1,0.274
1,0.399
1,0.649
1,0.524
1,0.899
12,0.926
12,0.551
12,0.676
12,0.801
15,0.091
15,0.216
19,1.552
22,0.318
22,0.193
22,0.443
4,0.615
4,0.49
4,0.24
4,0.74
4,0.365
4,0.99
10,2.493
4,0.865
10,2.118
23,1.364
22,0.16
16,0.828
16,0.953
16,0.578
19,1.017
4,0.207
22,0.058
23,1.454
23,1.204
23,1.579
9,0.568
20,0.683
12,1.382
12,1.507
12,1.132
11,0.184
11,0.059
11,0.434
11,0.309
8,1.211
2,0.853
2,0.478
2,0.353
2,0.978
2,0.603
2,0.728
16,1.194
13,0.548
13,0.798
11,0.105
13,0.923
4,0.174
4,0.424
4,0.299
13,0.673
11,0.151
14,0.816
14,0.691
14,0.566
14,0.941
8,1.426
5,2.283
8,1.051
18,0.878
18,0.378
18,0.253
18,0.503
18,0.128
18,0.628
18,0.753
6,1.449
6,1.324
17,0.95
17,0.575
17,0.825
21,0.262
18,1.744
18,0.22
9,1.54
9,1.04
9,1.29
12,0.306
12,0.181
12,0.431
3,0.475
3,0.35
3,0.6
3,0.975
3,0.725
3,0.85
7,0.912
7,0.662
10,1.226
12,0.148
14,1.663
9,1.13
9,1.005
15,0.688
9,1.38
15,0.563
3,1.466
3,1.216
3,1.341
3,1.091
19,0.125
19,-0.0
19,0.375
19,0.75
19,0.5
19,0.625
19,0.25
7,1.028
7,1.778
7,1.403
10,0.419
10,0.294
1,0.588
1,0.963
1,0.838
1,0.713
23,0.937
23,0.562
23,0.812
5,0.4
5,0.65
5,0.275
5,0.775
5,0.525
5,0.9
19,0.092
19,0.217
13,0.178
13,0.303
13,0.428
20,0.03
11,1.93
11,1.43
8,0.659
8,0.909
8,0.784
8,0.534
20,0.076
13,0.145
20,0.122
20,0.497
20,0.372
20,0.997
20,0.247
20,0.747
1,1.31
1,1.185
1,1.56
1,1.685
1,1.06
20,0.043
5,1.247
6,0.647
6,0.397
6,0.522
6,0.897
6,0.772
5,1.622
4,1.651
4,1.526
4,1.151
18,0.567
18,0.942
18,0.817
18,0.692
9,0.238
9,0.738
9,0.363
9,0.613
9,0.863
16,0.09
16,0.215
21,0.576
20,1.969
9,0.205
20,1.344
14,0.236
14,0.361
14,0.861
14,0.986
14,0.486
2,1.014
2,1.139
16,0.307
16,0.182
16,0.432
13,1.459
13,1.209
12,2.559
13,1.084
7,0.476
7,0.851
7,0.351
7,0.601
7,0.726
23,0.159
23,0.034
11,0.788
11,0.913
11,0.538
2,0.457
23,0.057
2,0.332
23,0.08
19,0.939
16,2.32
19,0.564
19,0.689
13,1.174
13,1.299
23,0.876
23,0.126
23,0.376
23,0.251
23,0.626
23,0.751
17,1.736
17,1.611
17,1.361
17,0.212
14,0.295
14,0.42
10,2.172
23,0.024
23,0.047
21,1.048
21,1.173
21,1.423
10,0.014
15,0.858
15,0.733
15,0.608
15,0.483
17,0.179
17,0.304
17,0.429
8,0.973
8,0.473
8,0.723
8,0.848
8,0.348
10,0.339
10,0.464
1,0.633
1,0.258
1,0.508
1,0.883
1,0.758
1,0.383
12,0.91
12,0.785
12,0.66
12,0.535
15,1.224
15,1.099
3,0.329
3,0.454
22,0.177
7,2.439
23,1.223
15,0.292
15,0.417
22,0.144
19,1.376
10,0.523
10,0.273
10,0.773
10,0.648
10,0.398
10,0.898
7,2.779
11,0.418
11,0.293
8,1.07
2,0.712
2,0.962
2,0.837
2,0.587
16,1.928
16,1.053
13,0.907
13,0.782
13,0.532
4,0.408
4,0.283
8,1.535
18,0.237
18,0.487
18,0.862
18,0.612
18,0.362
6,1.183
6,1.058
11,0.352
11,0.852
14,1.416
11,0.602
11,0.977
10,1.62
21,0.371
18,1.103
18,1.478
18,0.204
18,1.353
9,1.774
9,1.649
12,0.415
12,0.29
3,0.834
3,0.584
6,1.273
3,0.709
6,1.148
7,0.271
7,0.646
10,1.71
7,0.396
7,0.521
7,0.896
10,1.21
7,0.771
10,1.335
21,0.088
9,0.467
9,0.342
3,1.2
3,1.325
3,1.075
19,0.484
19,0.734
19,0.859
1,0.697
1,0.822
1,0.572
21,0.18
21,0.305
21,0.43
23,0.921
23,0.546
11,1.074
14,0.34
5,0.259
5,0.634
5,0.384
5,0.509
5,0.884
5,0.759
16,0.536
16,0.661
13,0.287
13,0.412
11,1.039
11,1.289
11,1.414
2,0.561
8,0.643
8,0.518
8,0.268
2,0.686
5,0.226
8,0.393
5,1.5
8,0.768
8,0.893
5,1.0
4,1.404
6,0.164
20,0.356
20,0.731
20,0.481
20,0.606
1,1.294
1,1.544
15,0.337
15,0.462
6,0.506
6,0.256
6,0.381
6,0.631
6,0.881
6,0.131
6,0.756
17,0.658
17,0.908
20,1.097
17,0.533
17,0.783
9,0.347
9,0.847
9,0.597
9,0.472
6,0.223
22,0.406
22,0.281
22,0.531
8,2.715
4,0.203
4,0.328
4,0.453
2,1.123
2,0.224
16,0.416
16,0.291
13,1.443
13,1.193
13,1.068
7,0.585
7,0.96
7,0.71
11,0.522
11,0.397
11,0.897
11,0.647
2,0.441
2,0.316
2,0.191
13,1.033
13,1.533
13,1.158
23,0.235
23,0.36
23,0.61
23,0.485
23,0.735
23,0.985
17,1.72
10,2.281
2,0.158
5,0.573
5,0.698
5,0.823
18,0.466
5,0.029
3,0.221
17,0.288
17,0.413
8,0.957
8,0.707
8,0.832
8,0.582
1,0.242
1,0.492
1,0.367
1,0.617
1,0.867
1,0.992
1,0.742
12,0.519
9,2.025
12,0.394
9,2.15
12,0.644
15,1.333
15,1.458
12,0.894
3,0.438
3,0.313
3,0.188
22,0.411
10,0.165
3,0.109
1,0.209
23,1.207
6,0.695
6,0.57
6,0.945
6,0.82
16,1.322
16,1.072
16,1.197
16,1.447
10,0.257
10,0.382
10,0.507
7,2.763
10,0.757
10,0.882
1,0.426
1,0.176
1,0.301
8,1.304
8,1.054
1,2.24
2,0.571
2,0.946
16,1.787
16,1.537
16,1.037
12,1.366
12,1.616
13,0.641
13,0.516
12,1.991
13,0.766
5,2.001
1,2.455
18,1.872
18,0.346
18,0.846
18,0.471
18,0.721
18,0.596
6,1.542
6,1.042
20,0.46
11,0.836
14,1.025
14,1.15
18,1.212
9,1.258
9,1.008
9,0.234
3,0.818
3,0.568
6,1.257
3,0.693
6,1.382
6,1.132
6,1.007
10,1.069
10,1.819
10,1.194
9,0.326
9,0.201
9,0.451
3,1.434
3,1.934
13,2.104
19,0.843
19,0.593
19,0.968
19,0.718
4,0.557
4,0.932
4,0.682
7,0.222
5,0.072
21,0.289
21,0.414
23,0.405
23,0.28
23,0.655
11,1.183
12,0.833
12,0.583
12,0.958
12,0.708
11,1.808
14,0.324
14,0.199
11,1.058
11,1.308
14,0.449
5,0.493
5,0.368
5,0.243
5,0.743
5,0.868
5,0.118
16,0.52
16,0.395
16,0.27
16,0.645
16,0.77
7,0.439
7,0.314
7,0.189
22,2.664
11,1.148
2,0.92
8,0.127
8,0.377
5,1.484
2,0.67
8,0.502
8,0.752
8,0.627
2,0.545
5,0.21
4,1.388
4,1.013
4,1.513
23,0.339
20,0.965
8,0.219
8,0.094
15,0.196
15,0.321
8,0.015
15,0.446
6,0.365
6,0.49
6,0.615
6,0.24
6,0.74
6,0.865
17,0.267
19,2.431
17,0.392
20,1.456
20,1.081
17,0.767
17,0.517
8,0.436
8,0.061
8,0.311
8,0.186
10,0.552
10,0.677
10,0.927
15,0.163
9,0.956
9,0.831
9,0.706
3,0.792
3,0.542
3,0.667
16,2.858
22,0.14
22,0.39
22,0.265
4,0.312
4,0.437
4,0.187
4,0.108
2,1.232
22,1.131
22,0.232
4,0.154
7,0.569
7,0.694
17,1.489
17,1.614
11,0.256
11,0.131
4,0.075
11,0.506
11,0.756
11,0.381
2,0.3
2,0.175
2,0.425
18,0.233
4,0.621
4,0.121
4,0.746
4,0.371
4,0.246
4,0.996
4,0.871
4,0.496
13,1.142
13,1.017
23,0.969
23,0.344
23,0.469
23,0.594
23,0.719
23,0.844
17,1.454
11,0.223
10,2.14
2,0.142
18,0.45
18,0.2
18,0.325
15,1.102
15,1.602
3,0.205
7,2.067
8,0.816
8,0.566
8,0.691
18,0.167
12,0.128
12,0.753
12,0.378
12,0.878
12,0.503
12,0.253
15,1.317
12,0.628
15,1.192
3,0.297
3,0.422
19,1.129
19,1.504
10,0.149
14,0.028
9,0.555
9,0.805
12,1.494
12,1.244
12,0.22
12,0.095
12,1.619
9,0.93
19,0.197
19,0.322
10,0.241
10,0.866
10,0.491
10,0.366
10,0.616
10,0.991
1,0.285
1,0.41
14,0.678
14,0.553
14,0.803
13,0.079
8,1.163
19,0.164
16,1.021
22,0.829
22,0.579
16,1.896
16,1.146
16,1.271
13,0.125
13,-0.0
13,0.375
13,0.875
13,0.625
13,0.25
13,0.75
13,0.5
17,0.562
17,0.812
20,0.227
13,0.217
13,0.092
18,0.705
18,0.955
18,0.83
18,0.58
6,1.776
6,1.651
6,1.151
6,1.526
20,0.319
20,0.194
20,0.444
11,0.57
11,0.945
14,1.509
11,0.695
11,0.82
14,1.134
18,1.071
9,1.242
15,0.55
9,0.218
9,0.093
3,1.328
3,1.828
3,1.453
9,0.06
9,0.435
9,0.185
9,0.31
3,1.043
3,1.793
3,1.668
3,1.293
16,0.162
9,0.106
19,0.577
19,0.952
4,0.791
4,0.541
7,1.23
7,1.105
7,0.206
4,0.916
7,1.73
4,0.666
7,1.48
11,1.167
12,0.942
12,0.567
12,0.817
11,1.042
11,1.292
14,0.433
14,0.183
14,0.308
11,1.542
5,0.852
5,0.352
5,0.477
5,0.727
5,0.602
5,0.977
16,0.629
16,0.379
16,0.254
4,1.407
14,0.104
7,0.298
7,0.173
7,0.423
1,1.156
1,1.031
1,1.531
1,1.281
1,1.906
23,0.231
2,0.529
2,0.279
2,0.654
2,0.404
5,1.843
2,0.779
23,0.198
23,0.448
23,0.323
17,0.159
14,0.492
14,0.242
14,0.617
14,0.742
14,0.367
20,0.574
17,0.057
18,0.554
13,0.814
13,0.564
13,0.689
15,0.305
15,0.43
15,0.18
6,0.599
6,0.974
6,0.349
6,0.849
6,0.474
6,0.724
17,0.251
17,0.501
17,0.126
17,0.626
17,0.376
17,0.751
17,0.876
8,0.42
10,0.661
10,0.786
10,0.536
1,0.455
1,0.33
15,0.147
9,0.94
9,0.69
9,0.565
9,0.815
3,0.401
3,0.526
3,0.651
3,0.276
3,0.901
3,0.776
22,0.249
22,0.624
22,0.499
22,0.124
22,0.374
22,0.999
22,0.874
19,0.551
19,0.676
22,1.115
16,2.307
22,0.091
22,1.865
22,1.24
22,0.216
13,1.036
13,1.161
21,1.769
21,1.394
21,1.019
17,1.348
17,1.473
11,0.24
11,0.365
11,0.99
11,0.49
11,0.615
11,0.74
2,0.284
2,0.409
4,0.48
4,0.605
4,0.855
4,0.73
13,1.001
4,0.355
4,0.98
13,1.376
13,1.251
23,0.703
11,0.207
18,0.059
18,0.184
18,0.309
18,0.434
15,1.211
23,1.319
23,1.444
20,0.548
20,0.673
18,0.105
21,0.443
12,0.487
12,0.362
12,0.237
12,0.987
12,0.612
12,0.737
12,0.862
15,1.176
18,0.072
16,0.799
19,1.238
8,1.416
7,0.468
7,0.343
21,0.16
9,0.539
9,0.789
9,0.914
12,1.478
12,0.204
12,1.603
21,0.058
16,1.29
19,0.306
19,0.181
19,0.431
4,2.818
4,2.693
10,0.35
10,0.725
10,0.475
7,2.231
10,0.6
10,0.975
21,0.252
21,0.127
21,0.377
21,0.752
21,0.502
14,0.912
14,0.537
14,0.662
5,0.456
5,0.331
19,0.148
16,1.005
22,0.688
13,0.359
4,2.283
13,0.484
13,0.859
13,0.609
17,0.671
14,1.028
17,0.546
14,1.653
17,0.796
8,0.34
8,0.465
18,1.465
